SYMBOL,SIGNAL_DATE,SIGNAL_CLOSE,PREV_CLOSE,ATH_PRICE,MIN_5D_LOW,PCT_FROM_LOW,PCT_FROM_ATH,PCT_1D_CHANGE,CONFIGS_MATCHED,CONFIG_COUNT
FIBERWEB,2026-05-20,29.77,31.33,65.99,31.33,-4.98,-54.89,-4.98,"C1,C3,C4",3
